leaf_color,soil_ph,moisture_level,chlorophyll_content,nitrogen_level,sugars,malic_acid,vitamin_c,chlorophyll,anthocyanins,pectin,actinidin,fiber,target
Green,6.05944642523677,High,High,High,3.5077655724522847,1.2176440899801397,0.629497232265317,2.3306219590239525,4.534073187321374,1.3688835957676777,1.2040036012696391,1.9548504533825086,58.333333333333336
Yellow,7.307979251669372,High,Low,Adequate,3.8191729239376446,1.0996742775083888,0.641458866214159,1.6935715507376468,3.566095173520528,1.5181804500887635,0.9520516063979337,2.223684610143353,66.66666666666666
Brown,7.485834375230908,High,High,Low,4.067615312374351,1.2794575886343493,0.5350132339389587,1.096968341519213,3.532861541543606,1.6332519368193126,0.7751966380593638,1.9660432245268753,41.66666666666667
Green,6.3934323316663395,Medium,Normal,Adequate,3.308906953762399,1.2700172242984709,0.6441687746960547,3.2334102496799986,4.195798606044389,1.9721919365921332,1.0818120249608394,2.2426660416492457,83.33333333333334
Yellow,6.533876786381081,Low,Low,High,2.753385423703096,0.9952664799880994,0.5568863905543422,1.6154153813599115,4.448688994122309,1.895980234410669,1.286999654032394,2.09020977036799,50.0
Green,6.700057237324108,Low,Normal,Low,2.813007247818322,0.7959160690283587,0.5689354291369504,2.6481067932773183,4.675937065734323,1.5446498837616083,0.8314747773005238,1.9141167853081311,66.66666666666666
Green,6.574015879079844,High,Low,High,3.4529314680756116,1.1380867816021578,0.8049540801585361,2.508176204684781,4.0782280998122795,1.4894791704647907,1.2729503919775969,2.0122440226410445,58.333333333333336
Green,5.662851139730685,Medium,Low,High,3.9457482227661655,0.9506724867959188,0.5642067372290082,2.9918052581958148,3.586885291357538,1.380981658222544,1.2240033739401577,2.3387334394384744,66.66666666666666
Green,6.713935338595193,Medium,High,Adequate,2.6063496891358438,1.1287497201798582,0.7028232618574903,3.054358466858136,4.562734243316361,1.1713804066834836,0.8773129882201974,2.110365672929113,66.66666666666666
Brown,5.5,Medium,Low,High,2.491709216882883,1.3691059707103799,0.6840582261194811,1.0850752816884437,3.7843805990717123,1.0427372362811924,1.3276796935893418,2.008393021929546,41.66666666666667
Green,6.133657904371191,Medium,Normal,Low,2.5183788331208934,1.1874984031742195,0.5150652517623533,2.94634767700289,5.014799189570646,1.3314592012678506,0.7285206199273537,2.328107372539481,75.0
Green,6.752713573312409,Medium,High,High,2.8424274265710308,1.359251141844346,0.7338381288745531,2.9356796043642657,4.590963887196579,1.8274889631765427,1.18798316273736,2.271033314756271,66.66666666666666
Green,6.7999971039624185,Low,Normal,High,3.1320299077914107,0.897704039796686,0.48533200488375366,2.899742495426738,4.267992707912414,1.8206195128014324,1.3023900821496437,1.931954915425474,66.66666666666666
Brown,6.094963457895255,Low,Low,Adequate,3.1541109452655114,1.3174911477361384,0.6118582863741291,1.0183242039302458,4.212559485724699,1.5143286579141828,0.8598766373706984,2.059102153266714,75.0
Green,6.270781529906541,Low,Normal,High,2.6612990490935857,1.4353195863303334,0.534040427282061,2.951880795969644,4.208514802460676,1.59304323153622,1.2749443607484858,1.7474978935419991,66.66666666666666
Green,6.203081745500773,High,Normal,Adequate,3.507463727829671,1.1128644013416051,0.7544449600525421,3.338071411985758,4.190127663721373,1.3790565839875306,0.8807885554226255,2.2743905953878776,83.33333333333334
Brown,6.448577918431965,Medium,Low,Adequate,2.7534805459648664,1.564410678739538,0.45213010127344133,1.0373013966125828,4.4711928861404395,1.4939699131420674,1.0594741440145963,2.1008134249387598,75.0
Brown,6.4866028266821685,High,High,Low,3.0696369935411982,0.928513757654279,0.6346907037511924,1.012960232587517,4.538781580754223,1.3447653191487599,0.8962134368500078,2.234032057234463,58.333333333333336
Brown,6.834234064764555,Medium,Normal,Low,3.431946735604618,0.9722332260481097,0.5325352787481785,0.9949921053641385,4.672099789077641,1.344405993382078,0.7409977307891069,1.7135791079210891,58.333333333333336
Green,6.241551568555108,Low,Low,Low,3.257166261999023,1.2299871100856938,0.5659710790135588,2.6609431642667754,4.619448259789629,1.6225075717251092,0.7305921873039891,2.0438285409798564,58.333333333333336
Brown,6.686698095956777,High,High,Low,3.3101997172507374,1.1108931089660379,0.5829217719393669,0.9999216949483577,4.811215361032647,1.3789412857698666,0.8060829288523282,2.133517932752736,58.333333333333336
Brown,6.753507882243595,Low,High,Adequate,3.468605443499089,0.9514185334437544,0.8051014991248497,0.9224166136216971,4.179256121526411,1.5984331658768625,0.9100993141455764,1.6763516624402897,58.333333333333336
Green,6.599144688685933,Medium,High,High,3.586242139514444,1.2238208153231536,0.6231247604965316,3.1247583697532333,4.940039781258955,1.4705617089240406,0.9387322741580117,2.231270672993378,66.66666666666666
Brown,6.370197088775263,Medium,Normal,Low,3.8366903409022206,1.1711083026664788,0.8500058265616393,0.974936914053685,4.192213553547878,1.7835744438946155,0.797975558791492,2.0353073503706893,66.66666666666666
Green,6.59032273213772,Medium,Normal,Low,3.079624772362033,0.9827446646935503,0.8730244959531188,3.599153263712752,4.514817678197837,1.6104682599820679,0.826809494466208,1.749056643992461,58.333333333333336
Yellow,6.875870136696788,Low,Normal,Low,3.4274470484277524,1.1378103252088747,0.8925052255485909,1.4849903546322194,4.3357296359355555,1.5488652603186808,0.773722593417334,1.9970984426493277,58.333333333333336
Brown,6.919592433858156,Medium,High,High,4.07181705599031,1.2518051041261853,0.6535356386952642,0.6279378021549558,4.392114390088843,1.2139352668538905,1.2135703222802692,2.1913363221659843,58.333333333333336
Yellow,7.407686342413453,Low,Normal,Low,2.7314936879918332,0.9783082427002977,0.5589321425434225,1.80620923796413,3.7815179660686598,1.4018981059541857,0.8839103925269101,1.9173783819808432,66.66666666666666
Green,6.004986881846869,High,Low,High,3.4521656231180424,1.2033991619281776,0.7015751207149052,2.7684312277105096,3.925321344124805,1.4899431349035632,1.1570557463096087,2.090865506599708,75.0
Brown,6.279996304502299,Medium,Normal,Adequate,2.8209125990374404,0.9265913544957306,0.619576338858316,1.0193272727695482,4.125860993192239,1.5109122383452316,0.9773369524123681,2.0133733781269267,91.66666666666666
Green,5.693265669865799,Medium,Normal,Adequate,2.742313961535669,0.9652351238050306,0.5781933232957757,2.555170383544553,3.8022912185166717,1.6326457563945,0.9980263196311637,1.7011795715785527,83.33333333333334
Yellow,6.965504732163928,Medium,High,Adequate,2.7469794634934823,1.3223174626440555,0.5571284172149689,2.150881545665736,4.399289636656898,1.5412040280288695,0.9686029105184324,2.22476707750707,91.66666666666666
Green,6.3327462468216265,High,Normal,High,3.1629549020135914,1.2227492586212863,0.4536976660922591,2.860855967071324,4.31531612028604,1.2933543967608256,1.1623544802656636,2.2615471545080053,83.33333333333334
Brown,6.603095491014663,Medium,Low,Low,3.3098951915942285,0.7226324983784553,0.7385548059363775,0.915046531504771,4.030089614651086,1.618422851604323,0.9366887053017845,2.329746282996741,66.66666666666666
Brown,6.19783071527668,Low,High,Low,2.603088165808314,1.0251550749914933,0.6215249364811847,1.2268590594012376,4.317628431931024,1.4077465845962607,0.8100586424630483,2.1018024724176,66.66666666666666
Yellow,6.336648002511088,Low,Low,Low,2.967898519651273,1.1979393549186321,0.5525638978157251,1.9264720615840858,4.6247124907171,1.3704937046714585,0.7762552156572866,2.196920625727045,50.0
Green,7.111595052713329,Medium,High,Low,3.305938060477981,1.1277731234376678,0.46347963275976795,3.500223831883168,3.4478622578306704,1.2794573971685317,0.9107440804362894,1.7771922640137818,50.0
Brown,6.847116705242992,Medium,High,Low,3.0119502424502484,1.2236408490367905,0.8266634002841938,0.9793387886704888,4.850140904463283,1.4297343278259431,0.886831479791876,2.1480252247498695,58.333333333333336
Yellow,6.4442389711705275,High,Normal,High,3.492439673989506,1.1231963319564593,0.7110524070014306,1.7598510597146195,4.755372027164866,1.3885579923036189,1.2749124213186862,2.0364101098406984,58.333333333333336
Brown,6.883906959738199,High,Low,Adequate,3.287718547218023,1.0734804653041334,0.49254620992899456,0.9283928445400866,4.2844825415088055,1.7321482672017885,0.9390298809678309,2.0846090461419577,75.0
Brown,6.894950040018937,High,High,Low,3.3832744997583615,1.0673675728325518,0.5294314946153359,0.9143833097246388,4.203864918179313,1.4464979486466927,1.0185889706260234,1.8765319999314958,66.66666666666666
Green,6.304287241656632,Medium,Normal,Adequate,2.876454810214314,1.3182358627189072,0.6278932433601279,3.1433658884612394,3.4877221492605024,1.6064323130489633,0.8434234149878816,2.324532790593867,83.33333333333334
Brown,5.765460219681896,High,High,High,3.55700606350444,1.2389879172861247,0.582876842250783,0.9557857173793143,3.3092475186758312,1.139452329255856,0.9862562906130641,1.7698050062081105,33.33333333333333
Green,6.0504191864989805,High,High,High,3.255759819197674,1.1809487607490925,0.5725971483789866,3.7994948833330344,4.0243490089352365,1.6488863882863496,1.245948274094982,2.1544023300135984,58.333333333333336
Brown,5.829735698308742,Low,High,Low,2.4602162846623936,1.1177666197801557,0.5244347992639204,1.101103042939623,3.2136390636476326,1.6282766999205545,0.7714469604538724,1.916498360847798,33.33333333333333
Yellow,7.082217322996454,High,High,High,3.7811087110933568,0.9902362617239564,0.5503096069407158,2.145484929042016,3.5902863510273155,1.2088544216655837,0.9027503045028362,2.5237199060155495,58.333333333333336
Brown,7.169057608223841,Low,High,Adequate,3.1058248324627673,1.0386492671676923,0.5521741568192408,0.7325583778689576,3.6842617512880502,1.3256314935123517,0.9859214915648816,2.2390731643987287,66.66666666666666
Green,7.293186940079508,Low,High,Low,3.280211472831879,1.3129342248873757,0.3244377402900669,3.6823515624433902,4.089956942413836,1.3674011579030318,0.8063101564208698,2.094300371038255,50.0
Green,5.5,High,Normal,Low,3.0692651551741617,1.2941004989072433,0.5599477234622757,2.141419302831542,3.6179524785781876,1.459460978636215,0.7865398190576851,1.89441610966993,66.66666666666666
Yellow,7.035700455186861,Low,High,Adequate,2.7068661695840452,0.9702855140609133,0.38404263213536854,1.4852086615078688,3.0509404772818525,1.3590181897715152,1.0302222990490788,2.2780058555009344,50.0
Brown,7.5,Medium,Low,Low,3.2921981620358896,1.1199839695449803,0.5142241366649138,0.7896823580640855,3.398109111539105,1.4510076830346363,0.7624176119932968,1.4470728342944994,41.66666666666667
Brown,7.055993856905323,Medium,Normal,Low,2.999184049275096,1.199693464522813,0.4948726457782351,1.0291658968416222,3.764852354396421,1.6307127047417325,0.7889093479720022,2.1768340216448596,66.66666666666666
Yellow,5.5,High,Low,Adequate,3.771201272875442,1.186636882281333,0.44291403907198323,1.746178620018362,3.5780185583338486,1.3883664805158813,1.130813039102629,2.202075909376455,66.66666666666666
Brown,7.384149154198386,Medium,High,Low,3.3991731549935746,1.1850965366126864,0.6158850483601095,1.0953903033115282,3.8313435625904915,1.5594494021861156,0.8767067626765714,2.190347385978038,66.66666666666666
Brown,6.520844518565971,Low,Low,Low,3.052546328228784,0.8775850363246529,0.536362655411357,0.9893842862038978,4.230462838723692,1.5351076925835867,0.7833103009020682,2.2675693511033477,58.333333333333336
Green,6.383800446749764,Medium,High,Adequate,3.783866893321706,0.865703182290438,0.6024769421673788,3.441036105288457,4.780172315423432,0.9084949461795724,1.0548228280285887,1.9870055071258172,66.66666666666666
Brown,6.7255476482914895,High,High,High,3.803393912761718,1.3340389486722626,0.756660759030351,0.8880768095762955,4.481189924491856,1.3384346660712862,1.3048350428879114,2.209862768123467,58.333333333333336
